#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	ADS	(a5)	Aitken's Double Star Catalog (ADS) designation	[ucd=meta.id]
#Column	VarID	(a9)	Variable star identification	[ucd=meta.id]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a20)	Spectral type	[ucd=src.spType]
RAJ2000	DEJ2000	HR	Name	HD	ADS	VarID	Vmag	B-V	SpType
314.581250	+44.471667	8035	          	199870	     	         	 5.55	 0.97	  K0IIIbFe-0.5
314.628333	+41.940278	8036	          	199892	     	         	 6.16	-0.08	  B7III
314.961667	+16.824167	8037	          	199941	     	         	 6.66	 0.38	  F4III
315.016250	 +7.516389	8038	          	199942	     	         	 5.99	 0.26	  F1Vp
315.322917	-32.257778	8039	   Gam Mic	199951	     	         	 4.67	 0.89	  G6III
314.625417	+50.462222	8040	          	199955	14504	         	 5.61	-0.15	  B5Vn
315.140833	 -4.730278	8041	 11    Aqr	199960	     	         	 6.21	 0.63	  G1V
315.552500	-43.001944	8042	          	200011	     	         	 6.64	 0.68	  G3IV+K0IV
313.684583	+75.925556	8043	          	200039	     	         	 6.05	 0.93	  G5III
315.115417	+19.329444	8044	          	200044	     	13454    	 5.65	 1.61	  M3IIIab
315.438750	-26.881111	8045	          	200052	     	         	 6.05	 0.06	  A7V:m:
315.613333	-38.530556	8046	          	200073	     	         	 5.94	 1.11	  K0IV
314.956667	+47.521111	8047	 59    Cyg	200120	14526	V832 Cyg 	 4.74	-0.05	  B1ne
315.741667	-38.631667	8048	   Zet Mic	200163	     	         	 5.30	 0.41	  F3V
314.855833	+59.438611	8049	          	200205	     	         	 5.51	 1.40	 gK4
315.792500	-27.731944	8050	          	200245	14565	         	 6.25	 0.95	  K0III
315.303750	+36.026111	8051	          	200253	     	         	 5.97	 0.98	  G5III
317.199583	-76.212500	8052	          	200266	     	         	 6.58	 1.23	  K1III
315.295417	+46.155833	8053	 60    Cyg	200310	14549	V1931 Cyg	 5.37	-0.21	  B1Ve
315.748333	 -0.924722	8054	          	200340	     	         	 6.50	-0.10	  B6V
316.309167	-54.727222	8055	   Mu  Ind	200365	     	         	 5.16	 1.21	  K2III
315.762500	 +1.531944	8056	          	200375	14573	         	 6.25	 0.48	  F5V
315.757500	+14.730000	8057	          	200430	     	         	 6.31	 1.67	  M1III
316.019167	 -5.823333	8058	 12    Aqr	200496	14592	         	 7.31	     	  A3V
316.019583	 -5.823056	8059	 12    Aqr	200497	14592	         	 5.89	 0.68	  G4III
316.101250	-19.855000	8060	 22Eta Cap	200499	     	         	 4.84	 0.17	  A5V
317.342917	-73.173056	8061	          	200525	     	         	 5.68	 0.59	  F8-G0V
315.600417	+44.791111	8062	          	200527	     	         	 6.19	 1.69	  S4/1III
315.770000	+38.657500	8063	          	200577	     	         	 6.07	 1.01	  G8III
315.702083	+45.848889	8064	          	200595	14585	         	 6.48	-0.15	  B3Vn
315.537917	+56.669722	8065	          	200614	14575	         	 5.83	-0.07	  B8III
316.144583	 +5.502778	8066	  3    Equ	200644	     	         	 5.61	 1.65	  K5III
316.173750	 +2.941944	8067	          	200661	     	         	 6.42	 1.05	  K0
316.189167	 +2.269722	8068	          	200663	     	         	 6.33	 0.97	  G5
316.606250	-41.386111	8069	   Eta Mic	200702	     	         	 5.53	 1.35	  K3III
316.505000	-30.125000	8070	   Del Mic	200718	     	         	 5.68	 1.03	  K0/1III
315.967083	+41.628056	8071	          	200723	     	         	 6.33	 0.38	  F3IV
315.858333	+50.351944	8072	          	200740	     	         	 6.37	 0.98	  K0
317.137083	-63.928889	8073	          	200751	     	         	 5.76	 1.18	  K0III
315.930417	+46.861944	8074	          	200753	     	         	 6.32	 0.25	  F0IVn
316.486667	-17.232778	8075	 23The Cap	200761	     	         	 4.07	-0.01	  A1V
316.602917	-32.341667	8076	          	200763	     	         	 5.18	 1.10	  K2III
316.361250	 +5.958333	8077	  4    Equ	200790	     	         	 5.94	 0.54	  F8V
315.948333	+53.286111	8078	          	200817	     	         	 5.90	 0.99	  K0III
316.232917	+43.927778	8079	 62Xi  Cyg	200905	     	13518    	 3.72	 1.65	  K4.5Ib-II
316.782083	-25.005833	8080	 24    Cap	200914	14632	         	 4.50	 1.61	  M0.5III
317.836250	-72.544167	8081	          	200924	     	         	 6.20	 1.08	  K1III
316.597917	+26.924444	8082	          	201051	     	         	 6.12	 1.05	  K0II-III
316.935833	-17.455278	8083	          	201057	     	13549    	 6.17	 0.02	  A0V
316.626250	+31.184722	8084	          	201078	     	DT Cyg   	 5.82	 0.56	  F7.5Ib-II
316.727500	+38.745833	8085	 61    Cyg	201091	14636	V1803 Cyg	 5.21	 1.18	  K5V
316.730417	+38.743333	8086	 61    Cyg	201092	14636	13546    	 6.03	 1.37	  K7V
317.140000	-21.193611	8087	 25Chi Cap	201184	     	         	 5.30	 0.01	  A0V
316.890000	+15.658611	8088	          	201196	     	         	 6.34	 1.01	  K2IV
316.650417	+47.648333	8089	 63    Cyg	201251	14649	13548    	 4.55	 1.57	  K4Ib-IIa
317.117500	 +6.989444	8090	          	201298	     	         	 6.15	 1.66	  K5III
317.387500	-20.556389	8091	 27    Cap	201352	     	13566    	 6.25	 0.38	  F1IV
318.335417	-70.126389	8092	   Omi Pav	201371	     	         	 5.02	 1.58	  M1-2III
317.398750	-11.371667	8093	 13Nu  Aqr	201381	     	         	 4.51	 0.94	  G8III
317.162083	+30.205833	8094	          	201433	14682	V389 Cyg 	 5.59	-0.10	  B9VpSi
317.492917	 +2.943333	8095	          	201507	     	         	 6.45	 0.37	  F5IV
317.695417	 -9.353889	8096	          	201567	     	         	 6.27	 1.16	  K0III
317.585417	+10.131667	8097	  5Gam Equ	201601	14702	Gam Equ  	 4.69	 0.26	  F0IIIp
317.630000	+10.048889	8098	  6    Equ	201616	14702	         	 6.07	 0.02	  A2V s
316.597083	+71.431944	8099	          	201636	     	         	 5.87	 0.40	  F3IV
318.056667	-40.269444	8100	          	201647	     	         	 5.83	 0.45	  F5IV
317.633333	+22.454722	8101	          	201671	14710	         	 6.68	 0.03	  A1V
317.922083	-14.472222	8102	          	201707	     	EW Aqr   	 6.48	 0.28	  F0Del Del:
317.494167	+45.502500	8103	          	201733	     	Var?     	 6.63	-0.16	  B4IVpe
318.262917	-39.425278	8104	          	201772	     	         	 5.26	 0.44	  F5IV+F6V
317.766250	+36.299167	8105	          	201819	14724	Var      	 6.54	-0.14	  B1Vp
317.565000	+53.563333	8106	          	201834	     	         	 5.73	-0.12	  B9III
317.629167	+47.691944	8107	          	201836	14720	         	 6.46	-0.01	  B6IV
318.328750	-36.423889	8108	          	201852	     	         	 5.96	 0.98	  K0III
317.370417	+63.295556	8109	          	201888	     	         	 6.54	-0.13	  B7III
318.322083	-27.619444	8110	          	201901	     	         	 5.42	 1.42	  K5III
319.567083	-75.346667	8111	          	201906	     	         	 6.63	 0.03	  A1V
316.372083	+78.126389	8112	          	201908	     	         	 5.91	-0.07	  B8Vn
317.383333	+68.490278	8113	          	202012	     	T Cep    	 7.33	 1.49	  M7IIIe
318.941250	-53.263056	8114	          	202103	     	         	 5.75	 0.19	  A6IV
318.234167	+30.226944	8115	 64Zet Cyg	202109	     	         	 3.20	 0.99	  G8+III-IIIaBa0.6
318.370000	+15.982500	8116	          	202128	14761	         	 6.27	 0.24	  A7Vn
318.811250	-40.506389	8117	          	202135	     	         	 6.21	 1.14	  K2III
318.569583	-10.605278	8118	          	202149	     	         	 6.77	-0.08	  B9pHgMn
317.950833	+59.986389	8119	          	202214	14749	13598    	 5.64	 0.11	  B0II
318.359583	+36.633611	8120	          	202240	     	         	 6.05	 0.21	  F0III
318.654167	 +0.092222	8121	          	202259	     	13614    	 6.38	 1.61	  M1III
318.777500	-17.345000	8122	          	202261	     	         	 6.04	 0.96	  G5
318.620417	+10.006944	8123	  7Del Equ	202275	14773	         	 4.49	 0.50	  F5V+G0V
318.945000	-36.210833	8124	          	202287	     	         	 6.12	 1.37	  K3III
319.501250	-64.681667	8125	          	202299	     	13627    	 6.31	-0.07	  B8V
318.542917	+29.901111	8126	          	202314	     	         	 6.17	 1.09	  G6Ib-IIaCa1Ba0.3
318.907917	-20.651667	8127	 28Phi Cap	202320	     	         	 5.24	 1.17	 gG9
318.937083	-15.171389	8128	 29    Cap	202369	     	13620    	 5.28	 1.64	  M3III
323.017500	-84.810000	8129	          	202418	     	13686    	 6.45	 1.40	  K3III
318.697917	+38.045556	8130	 65Tau Cyg	202444	14787	Tau Cyg  	 3.72	 0.39	  F2IV
318.955833	 +5.247778	8131	  8Alp Equ	202447	     	         	 3.92	 0.53	  G0III+A5V
319.165000	 -1.607778	8132	          	202554	     	         	 6.48	 0.98	  K0
318.427500	+64.403889	8133	          	202582	14783	         	 6.39	 0.60	  G2IV+G2IV
319.306250	-13.278889	8134	          	202606	     	         	 6.40	 0.04	  A2V
319.484583	-32.172500	8135	   Eps Mic	202627	     	         	 4.71	 0.06	  A1V
318.903333	+47.973611	8136	          	202654	     	         	 6.46	-0.15	  B4IV
319.488750	-17.985278	8137	 30    Cap	202671	     	         	 5.43	-0.12	  B8III
319.123333	+42.251389	8138	          	202720	     	         	 6.43	     	  K2
319.565417	-17.462222	8139	 31    Cap	202723	     	         	 7.05	 0.34	  F2V
319.966667	-53.449722	8140	   The Ind	202730	     	         	 4.39	 0.19	  A5V
319.546250	 -4.519444	8141	 15    Aqr	202753	     	         	 5.82	-0.13	  B5V
319.726667	-28.765556	8142	          	202773	     	         	 6.40	 0.97	  G8IV
319.354167	+39.394722	8143	 67Sig Cyg	202850	     	13640    	 4.23	 0.12	  B9Iab
319.346667	+42.683333	8144	          	202862	     	         	 6.19	-0.11	  B7Vn
320.039583	-45.022222	8145	          	202874	     	T Ind    	 6.00	 2.33	  C5II
319.479583	+34.896944	8146	 66Ups Cyg	202904	14831	Ups Cyg  	 4.43	-0.11	  B2Vne
319.258333	+53.997500	8147	          	202923	     	         	 6.13	 0.05	  A1V
319.940833	-26.353056	8148	          	202940	14847	         	 6.56	 0.73	  G5V
319.716667	+11.203333	8149	          	202951	     	         	 5.96	 1.65	  K5III
319.309583	+55.798056	8150	          	202987	     	         	 5.98	 1.45	  K3III
320.190000	-40.809722	8151	   The1Mic	203006	     	The1 Mic 	 4.82	 0.02	  ApCrEuSr
320.318333	-49.937778	8152	          	203010	     	13662    	 6.38	 1.32	  K3III
319.328333	+58.611667	8153	          	203025	14832	13646    	 6.42	 0.20	  B2IIIe
319.613333	+43.945833	8154	 68    Cyg	203064	     	V1809 Cyg	 5.00	-0.01	  O7.5III:n((f))
319.730417	+41.040833	8155	          	203096	14849	         	 6.15	 0.30	  A5IV
321.069583	-69.734167	8156	          	203133	     	Y Pav    	 6.41	 2.82	  C5II
319.842500	+38.237500	8157	          	203156	14859	V1334 Cyg	 5.83	 0.50	  F1II
320.058333	+22.026389	8158	          	203206	     	         	 6.29	-0.08	  B6IV
321.325417	-71.799444	8159	          	203212	     	         	 6.09	 1.26	  K2III
320.267917	 -4.560000	8160	 16    Aqr	203222	     	         	 5.87	 0.92	 gG7
319.870000	+49.510278	8161	          	203245	     	         	 5.76	-0.15	  B6V
319.645000	+62.585556	8162	  5Alp Cep	203280	14858	13660    	 2.44	 0.22	  A7V
320.270000	 +7.354444	8163	  9    Equ	203291	     	         	 5.82	 1.66	  M2IIIa
319.815833	+58.623611	8164	          	203338	14864	         	 5.66	 1.38	  M1Ibep+B2pe+B3V
320.268333	+23.855833	8165	          	203344	     	         	 5.57	 1.05	  K1III
320.208750	+32.452778	8166	          	203358	14889	         	 5.68	 1.08	  G8IV
320.561667	-16.834444	8167	 32Iot Cap	203387	     	         	 4.28	 0.90	  G7IIIFe-1.5
318.925833	+77.012222	8168	          	203399	     	         	 5.95	 1.50	  K5III
320.341667	+32.612778	8169	          	203439	     	         	 6.04	 0.03	  A1V
320.255833	+40.345556	8170	          	203454	     	         	 6.40	 0.53	  F8V
319.842500	+64.871944	8171	  6    Cep	203467	     	Var      	 5.18	-0.04	  B3IVe
320.752083	-22.668889	8172	          	203475	     	         	 5.60	 1.63	  M1III
320.521667	+19.804444	8173	  1    Peg	203504	14909	         	 4.08	 1.11	  K1III
318.339583	+81.230833	8174	          	203501	     	         	 6.15	 0.09	  A3IV
320.734583	 -9.319444	8175	 17    Aqr	203525	     	         	 5.99	 1.54	  M0III
323.476667	-82.683056	8176	          	203532	     	         	 6.38	 0.13	  B3IV
321.086667	-46.615000	8177	          	203548	     	         	 6.31	 0.20	  A7mSr:
320.723333	 +6.811111	8178	 10Bet Equ	203562	14920	         	 5.16	 0.05	  A3V
320.139583	+60.756944	8179	          	203574	     	         	 6.11	 1.00	  G5III
321.103333	-41.006667	8180	   The2Mic	203585	     	         	 5.77	-0.05	  A0IIIpSi
321.610833	-65.366111	8181	   Gam Pav	203608	     	13689    	 4.22	 0.49	  F6V
320.674583	+30.309722	8182	          	203630	     	         	 6.05	 1.08	  K1III
321.040000	-20.851944	8183	 33    Cap	203638	     	13683    	 5.41	 1.16	  K0III
321.032917	-22.746944	8184	          	203639	     	         	 6.38	 1.02	 gK0
320.501667	+49.388889	8185	          	203644	     	         	 5.69	 1.10	  K0III
320.695417	+38.634167	8186	          	203696	     	         	 6.63	 0.01	  A1V
321.047917	-12.878056	8187	 18    Aqr	203705	     	13684    	 5.49	 0.29	  F1V
321.564167	-54.660556	8188	   Gam Ind	203760	     	13692    	 6.12	 0.34	  F1III
320.845833	+37.406667	8189	          	203784	     	         	 6.58	     	  F6II-III
320.995000	+24.274167	8190	          	203803	     	         	 5.71	 0.32	  F1IV
321.102500	+10.174167	8191	          	203842	     	         	 6.35	 0.47	  F5III
321.215417	 -3.398333	8192	 20    Aqr	203843	     	         	 6.36	 0.33	  F0III
320.951250	+37.351389	8193	          	203857	     	         	 6.47	     	  K5
321.030833	+25.312222	8194	          	203858	14943	         	 6.15	     	  A2V
321.304583	 -9.748611	8195	 19    Aqr	203875	     	         	 5.70	 0.20	  F0IV
322.187083	-69.505278	8196	          	203881	     	SX Pav   	 5.34	 1.55	  M5III
321.096250	+24.528889	8197	          	203886	     	         	 6.32	 1.04	  K0III
321.141667	+26.174444	8198	          	203925	     	         	 5.68	 0.31	  A8III
321.320833	 -3.556667	8199	 21    Aqr	203926	     	         	 5.49	 1.46	  K4III
321.595417	-37.829444	8200	          	203949	     	         	 5.63	 1.19	  K2III
323.335833	-80.039167	8201	          	203955	     	         	 6.47	 0.04	  A0V
321.756667	-42.547778	8202	          	204018	     	         	 5.51	 0.39	  Am
321.464583	 +0.534444	8203	          	204041	     	         	 6.46	 0.16	  A1IV
321.666667	-22.411389	8204	 34Zet Cap	204075	14971	         	 3.74	 1.00	  G4Ib
321.617083	 +1.103333	8205	          	204121	     	         	 6.13	 0.44	  F5V
321.231250	+49.323333	8206	          	204131	14962	V1934 Cyg	 6.58	-0.03	  B9pSi:Cr:Sr:
321.811667	-21.196111	8207	 35    Cap	204139	     	         	 5.78	 1.44	  K5III
321.331667	+46.714444	8208	          	204153	     	         	 5.60	 0.32	  F0V
321.445833	+36.667500	8209	 69    Cyg	204172	14969	         	 5.94	-0.08	  B0Ib
321.611250	+19.375556	8210	          	204188	     	IK Peg   	 6.07	 0.22	  A8m
322.251250	-53.705833	8211	          	204228	     	         	 6.39	 1.14	  K2IIICNIb
322.057917	-11.568333	8212	          	204363	     	         	 6.61	 0.49	  F3V
322.180833	-21.807222	8213	 36    Cap	204381	     	         	 4.51	 0.91	  G5III
322.265833	-31.238611	8214	  5    PsA	204394	     	         	 6.50	 0.03	  A0
321.839167	+37.116667	8215	 70    Cyg	204403	     	         	 5.31	-0.14	  B3V
321.715000	+48.835000	8216	          	204411	     	13718    	 5.31	 0.07	  A6pCrEu:
321.917083	+27.608611	8217	 35    Vul	204414	     	         	 5.41	 0.04	  A1V
321.687500	+52.898611	8218	          	204428	     	         	 6.03	-0.12	  B6V
322.103333	 +8.195556	8219	          	204445	     	13727    	 6.40	 1.64	  M1
322.034583	+32.225278	8220	          	204485	     	         	 5.80	 0.32	  F0V
322.249583	+17.905833	8221	          	204560	     	13738    	 6.44	 1.39	  K5
322.498333	-19.147778	8222	          	204577	     	         	 6.57	 0.41	  F0V
322.249583	+22.179444	8223	          	204585	     	13740    	 5.93	 1.53	  M4.5III-IIIa
321.855417	+59.750000	8224	          	204599	14998	13729    	 6.10	 1.75	  M3IIIaBa0.2
322.487083	+23.638889	8225	  2    Peg	204724	15027	         	 4.57	 1.62	  M1+III
322.219583	+55.418611	8226	          	204754	     	13745    	 6.12	 0.14	  B8III
321.942083	+66.809167	8227	  7    Cep	204770	     	         	 5.44	-0.11	  B7V
322.362500	+46.540556	8228	 71    Cyg	204771	     	         	 5.24	 0.97	  K0-III
323.024583	-41.179167	8229	   Xi  Gru	204783	     	         	 5.29	 1.10	  K0III
323.060833	-33.944722	8230	  6    PsA	204854	     	13762    	 5.97	 0.05	  A2IV
322.790000	+12.137500	8231	          	204862	     	         	 6.08	-0.05	  B9.5V
322.889583	 -5.571111	8232	 22Bet Aqr	204867	15050	         	 2.91	 0.83	  G0Ib
323.323750	-52.737500	8233	          	204873	     	         	 6.41	 1.48	  K4III
324.734167	-79.442500	8234	          	204904	     	         	 6.18	 0.46	  F4IV
323.138750	-24.590556	8235	          	204943	     	         	 6.43	 0.20	  A7V
323.347917	-44.848611	8236	          	204960	     	         	 5.57	 1.04	  K1III
322.585000	+52.958056	8237	          	204965	     	         	 6.02	 0.08	  A2Vp
322.165000	+70.560833	8238	  8Bet Cep	205021	15032	Bet Cep  	 3.23	-0.22	  B1IV
321.207083	+80.524722	8239	          	205072	     	         	 5.97	 0.92	 gG6
323.112917	+23.394444	8240	          	205087	     	13774    	 6.70	-0.09	  B9pSiSrCr
323.570833	-42.925000	8241	          	205096	     	         	 6.32	 1.09	  K1IIICNII
322.864583	+52.620000	8242	          	205114	     	         	 6.16	 0.90	  G2Ib+B9V
322.747083	+60.459444	8243	          	205139	     	         	 5.53	 0.12	  B1II
323.720833	-29.696111	8244	          	205265	     	         	 6.41	-0.11	  B8III
323.712500	-20.084444	8245	 37    Cap	205289	     	         	 5.69	 0.40	  F1V
323.235833	+49.977778	8246	          	205314	     	         	 5.75	-0.03	  A0V
323.816250	-23.454167	8247	          	205342	     	         	 6.40	 1.10	 gG7
323.324583	+45.854167	8248	          	205349	     	13784    	 6.25	 1.81	  K1Ib
324.512083	-64.824167	8249	          	205417	     	         	 6.20	 0.03	  A0-1IV
323.641667	+22.754722	8250	          	205420	     	         	 6.47	 0.51	  F7V
323.823333	 -3.983056	8251	          	205423	     	         	 5.77	 1.11	 gG9
323.495417	+45.591944	8252	 73Rho Cyg	205435	     	13787    	 4.02	 0.89	  G8IIIFe-0.5
324.045833	-26.171389	8253	  8    PsA	205471	     	         	 5.73	 0.22	  A7/8IV
325.368750	-77.390000	8254	   Nu  Oct	205478	     	         	 3.76	 1.00	  K0III
323.694167	+38.534167	8255	 72    Cyg	205512	     	         	 4.90	 1.08	  K0.5III
324.203750	-33.048056	8256	  7    PsA	205529	     	         	 6.11	 0.22	  A7Vn
323.829167	+28.197222	8257	          	205539	     	         	 6.31	 0.35	  F0IV
323.862500	+24.452222	8258	          	205541	15115	         	 6.11	     	  A4V
323.614583	+51.698333	8259	          	205551	     	         	 6.15	 0.02	  B9IIIe
324.270000	-19.466111	8260	 39Eps Cap	205637	     	Eps Cap  	 4.68	-0.17	  B2.5Vpe
324.057917	+30.055556	8261	          	205688	15126	         	 6.36	     	  G8III-IV
324.010000	+45.374722	8262	          	205730	     	W Cyg    	 5.53	 1.58	  M5IIIae
324.390833	 -0.390278	8263	          	205765	15142	         	 6.25	 0.06	  A2V
324.437917	 -7.854167	8264	 23Xi  Aqr	205767	     	         	 4.69	 0.17	  A7V
324.432083	 +6.618333	8265	  3    Peg	205811	15147	         	 6.18	 0.02	  A2V
324.237500	+40.413611	8266	 74    Cyg	205835	     	         	 5.01	 0.18	  A5V
324.439167	+19.318611	8267	  5    Peg	205852	     	         	 5.45	 0.30	  F1IV
324.775417	-33.679167	8268	          	205872	     	         	 6.28	 0.92	  G8IV
324.998750	-52.359167	8269	          	205877	     	         	 6.21	 0.60	  F7III
324.632917	 +5.771667	8270	  4    Peg	205924	15157	         	 5.67	 0.25	  A9IV-Vn
325.140000	-55.737500	8271	          	205935	     	         	 6.33	 1.06	  K0II-III
324.366250	+44.696667	8272	          	205939	     	CP Cyg   	 6.20	 0.19	  A7III
324.867083	-10.576944	8273	          	206005	     	         	 6.08	 1.03	  K0
324.687500	+25.498889	8274	          	206027	     	         	 6.16	 1.02	  G9III
324.411250	+54.042222	8275	          	206040	     	         	 6.15	 0.99	  K1III
324.754583	+20.265278	8276	          	206043	     	         	 5.85	 0.32	  F2V
